latitude,longitude,ndvi,iron_oxide_index,clay_index,B02,B04,B08,B11,B12,rock_type,fault_distance_km,shear_zone_proximity_km,elevation_m,slope_deg,rainfall_mm,soil_moisture,vegetation_masked,rock_type_encoded,mn_probability,confidence,prospectivity_class
21.969909852161997,80.02080922958504,0.8178220735661906,0.3669578318169952,0.3291367055560803,0.171432204474718,0.9907621555393796,0.3989929166702471,0.8183845563594515,0.3082670029862493,Mn_bearing_schist,26.868813936101976,18.320630705706808,461.1180810497065,21.11926929181824,1119.790191392349,0.3920265819536731,True,5,0.0009333333333333332,Low (Veg),Low
21.832442640800423,80.42439028312339,0.978947355854662,0.0838979606289093,0.8859236704168032,0.9843813126186032,0.8234535644704001,0.8255523794176862,0.0170314610880035,0.4868485751034733,Mn_bearing_schist,28.497228279928628,9.051293344681836,346.8636611547273,15.810824584945331,919.2563228558088,0.3442230975470357,True,5,0.025200000000000007,Low (Veg),Low
21.212339110678275,78.83099539054982,0.5018695310245037,0.0522763722722057,0.8476113742156492,0.4685469497914722,0.7457411365514027,0.0719331514813658,0.5821076831802223,0.6072582053602069,Gondwana_sediment,21.56452040781794,12.523530853849342,509.99531547910107,20.57822370940916,1154.179532765653,0.2844855290170306,False,2,0.010666666666666668,High,Low
21.1818249672071,79.13282257566203,0.4549568797277371,0.2534571296730162,0.2106803973275628,0.8673455047021125,0.2080466542662692,0.196414086814701,0.8807721087266889,0.9264594373362736,Gondwana_sediment,11.23055672328555,12.177968265132462,561.5971174740089,23.608434972263616,1065.4093448851283,0.309101273169779,False,2,0.0023333333333333335,High,Low
21.183404509853435,78.81285688746284,0.7534756054464806,0.0742468593305457,0.6242904007832697,0.8487524666688433,0.8761397846840072,0.3000264054648957,0.217549430014358,0.3839514657891389,Gondwana_sediment,24.60173369923992,8.301794052557518,312.9244808634906,12.116772225339172,923.0431285595316,0.2552526800530311,True,2,0.0126,Low (Veg),Low
21.30424224295954,79.90070701406282,0.1324706563419265,0.1037747086347407,0.0726823155898148,0.5115195574628737,0.5257888435355464,0.6267300866887853,0.1832558646890622,0.7030720219071459,Mn_bearing_schist,0.7760124517626055,12.297932775294612,585.9958576696959,21.68702344163108,1116.713684431164,0.3507595374294828,False,5,0.051333333333333356,High,Low
21.52475643163224,80.32665193321498,0.5469155137931242,0.8129284053939371,0.8367107205834616,0.7066877084605435,0.8892900220719556,0.6851726903015473,0.7722766257019431,0.9610088489108218,Mn_bearing_schist,3.082377316182632,5.186361688379444,449.09009869012425,20.619663139597275,907.610284673673,0.1589692009532938,False,5,0.9749999999999999,High,High
21.431945018642114,79.2139199041797,0.5462476001308509,0.0388736970166893,0.1745458835034965,0.1927520104127122,0.3298278294248793,0.1242032939637738,0.2550864311192933,0.152374063415453,Laterite,19.841212091260832,7.560758092061041,551.2675084878964,22.801350265790425,855.2662887555002,0.183537987374511,False,4,0.0016666666666666668,High,Low
21.29122914019804,80.37595872615373,0.0894731228103872,0.6589427939347428,0.0708147013857645,0.6883967049269083,0.0620510526354327,0.9438047089917396,0.1919842675606484,0.8627095887795482,Mn_bearing_schist,8.737457258101722,8.846377127247502,241.5665741088422,7.060049992952532,913.3254606655556,0.2681228915477464,False,5,0.8693333333333332,High,High
21.61185289472238,78.90245456349226,0.4179840855069135,0.2725577488154005,0.4002190955388112,0.2723845792632895,0.4759759686597461,0.3410441351902091,0.377989250569235,0.4207060703931986,Laterite,28.541586552014333,17.28017367124961,300.5996548224955,13.59888475977918,1076.8736651590218,0.3623678597629723,False,4,0.001,High,Low
21.13949386065204,80.38854124556937,0.853284798567202,0.8715456807081264,0.5769221385996435,0.8320620967541508,0.2698376048178776,0.7131687630002831,0.3925020122702179,0.7324217759293368,Mn_bearing_schist,13.08181836276914,6.966657896665098,328.4076317730369,13.23575348863104,1113.7966989001336,0.3379035465427187,True,5,0.6675666666666666,Low (Veg),Medium
21.292144648535217,79.39775856830738,0.8561536219946603,0.4849922845774995,0.854916958559771,0.0837241331089099,0.7152292897762982,0.5242077189476988,0.874101063016566,0.2935383387370837,Laterite,12.88094461167531,12.702740962316527,321.1288604698053,9.260761241000132,960.3972737132088,0.3216945357668477,True,4,0.04620000000000002,Low (Veg),Low
21.36636184329369,78.97241540836366,0.099237664919681,0.3055764593278257,0.9742425255217364,0.7731386728852775,0.9571065528560324,0.2227581135471066,0.6184434719336769,0.3339842182660015,Laterite,20.342385305727937,4.268076748377974,268.74446263941275,8.450227398379507,813.1688688860854,0.2538160795501749,False,4,0.028333333333333342,High,Low
21.456069984217034,79.62598199061675,0.0907208827478308,0.5176389356894345,0.4394925125698636,0.0999369065686195,0.6909741511515639,0.8462283231154111,0.4059614563395893,0.0271332248680661,Mn_bearing_schist,23.02705686918569,5.051394581078535,547.2803790099329,21.40212680809168,844.3233538871943,0.317111484853364,False,5,0.056333333333333346,High,Low
21.78517596139301,79.23652016512486,0.2626954770019353,0.3819580190452688,0.0604469229852702,0.881189236894309,0.8869339297092035,0.8182380281919299,0.5343879642857668,0.9714041531669596,Mn_bearing_schist,14.266762143754097,12.968577509199552,367.44485651582,15.731226471713605,893.2354428140636,0.342265010285828,False,5,0.0023333333333333335,High,Low
21.19967378215836,79.28428393333526,0.8747660625539935,0.5643010646698302,0.7491155790258707,0.3042045181350037,0.4530240136012063,0.3960718539166901,0.9539652333252742,0.8134525752307844,Laterite,6.420027051351724,15.246198547332073,585.2520849867153,25.0,870.6003120749876,0.2231569492642216,True,4,0.6810999999999999,Low (Veg),Medium
21.514234438413613,79.32239294037468,0.1289025850734989,0.1145328683263482,0.5651732562239374,0.6543933648305748,0.7716407371953017,0.5886075856938554,0.1132146766098953,0.0939179579262204,Mn_bearing_schist,23.199259281768647,9.24234353052563,433.38894671605885,19.565410641230898,1026.543037606457,0.3521451782713146,False,5,0.021333333333333336,High,Low
21.592414568862043,80.16514402631553,0.7199968026274463,0.9969905028125512,0.4478913448444631,0.4875022786202798,0.8430434366717035,0.2578256959359397,0.2077155217246914,0.9995087956637744,Mn_bearing_schist,9.610538246208828,6.701993935555331,255.35785425794523,11.845636503941655,1193.8115844724452,0.3835494527650863,True,5,0.6521666666666668,Low (Veg),Medium
21.04645041272,79.71657417034793,0.1011656196131032,0.4255558776967175,0.3092688787921896,0.366303145262339,0.7108756275835424,0.6898516287463015,0.9625287065865552,0.6050245972029414,Laterite,5.253323078815728,18.20543111864545,418.3618839335828,17.363020420515326,1079.5776574025588,0.4491067044749412,False,4,0.08033333333333333,High,Low
21.60754485190144,79.3292230885652,0.6231378537478254,0.3482306397073686,0.5023985278435357,0.6454418331834965,0.5077772860695646,0.3090268126204314,0.957324848527204,0.853728637964383,Mn_bearing_schist,18.9492056977504,2.7161563009808543,597.418059089697,25.0,887.176915500926,0.2262613236995719,False,5,0.07533333333333335,High,Low
21.17052412368729,79.83756743162856,0.3560672991191448,0.7102098483162649,0.3386796044570309,0.947522980551238,0.625866109615368,0.8440787343822349,0.1771654212647726,0.0666607632778689,Mn_bearing_schist,2.713610009710512,14.41428475298694,426.06867483971,19.152603939654355,930.5624234333444,0.2733319504784124,False,5,0.9793333333333331,High,High
21.06505159298528,80.01745614617943,0.788913962965867,0.3638994064953325,0.7570118677473603,0.0412697473746218,0.7005069956788803,0.2173851042772743,0.1451088171252982,0.3894511784919237,Mn_bearing_schist,29.14058025258165,13.803414994942058,200.74773805182505,8.80869982397729,950.0709320701192,0.2334075979552424,True,5,0.021000000000000008,Low (Veg),Low
21.94888553725333,79.263460801247,0.2336904488253636,0.8332743050287577,0.5438936964926411,0.9188528558831044,0.2530844032214269,0.0148034228184641,0.4210851343386198,0.6696511223036099,Mn_bearing_schist,18.971917932364107,13.804903254555882,573.2319614361677,25.0,1038.9214166993086,0.2630296134046925,False,5,0.9503333333333335,High,High
21.96563203307456,79.5030334725931,0.6392018293899598,0.4542707243604252,0.876847774154112,0.6090816550210135,0.8095792609149848,0.2685080419679184,0.0497182924879691,0.1064337186997015,Mn_bearing_schist,29.576865627652676,18.708408888470487,293.95776245127576,11.450170095825284,1157.125473585201,0.3664158431578153,False,5,0.03700000000000002,High,Low
21.80839734811646,79.0072063586728,0.2356825345758849,0.7195584132654349,0.5435439146494421,0.8073143007690523,0.9503245389672732,0.1910524864594867,0.6549035322851401,0.4889028386540006,Mn_bearing_schist,10.166802704359082,14.563806019615845,475.41162122758266,19.69433034907937,953.2599620549146,0.2962551596434299,False,5,0.9813333333333332,High,High
21.30461376917337,79.10795389420895,0.7136602831121538,0.1074532164418865,0.23826241333993,0.3838749534342776,0.465239315179936,0.5082864397249243,0.0774960216617421,0.4426778745441415,Laterite,29.136154835711935,6.031303788191682,406.0320619821771,12.754094503487586,1153.8777291068188,0.3732358734274545,True,4,0.0018666666666666664,Low (Veg),Low
21.097672114006382,79.95790035174046,0.8736780345607488,0.8461191855551118,0.8510918822321445,0.4718429748376137,0.7010671831098774,0.2037032916565763,0.0580296270942807,0.2160402244735797,Mn_bearing_schist,4.366867431858708,7.068184484646185,330.17350273635446,12.98373395572623,1210.3910958422227,0.3891050151251201,True,5,0.6825000000000001,Low (Veg),Medium
21.68423302651216,79.10844519108257,0.12680179912676,0.7357179867781098,0.5572190449300439,0.868850751801164,0.737025905790354,0.7631898707194947,0.4851869362088492,0.3002698358518022,Mn_bearing_schist,1.2208431704108536,7.822219463997886,313.05580947055546,16.56376809280669,965.0093133711274,0.2777208563701177,False,5,0.9573333333333331,High,High
21.4401524937396,79.69277775223401,0.8665956885955035,0.2117167784619656,0.2068410381435612,0.4148479698098231,0.6622475475214803,0.2413706380040039,0.9577866361101016,0.9671183544949824,Mn_bearing_schist,0.9895218136380768,0.6161734819621212,571.5039450028419,24.109414929692605,962.4355378938692,0.2766037079332525,True,5,0.05506666666666667,Low (Veg),Low
21.12203823484478,80.00537864492813,0.5935752544142979,0.1452860097457866,0.6235078099562221,0.534659566749085,0.5471151083286355,0.7069681799126557,0.4267959360631596,0.288648486009936,Mn_bearing_schist,13.946111117976812,18.27020630816514,564.7703583679349,23.74557782005385,963.9380632608884,0.2406414823546707,False,5,0.029666666666666678,High,Low
21.49517691011127,78.98169076926106,0.1271104908670239,0.3162923487256244,0.3577167649424275,0.0201949230843329,0.8816479545748106,0.578470923013724,0.3564811586605511,0.213426133968411,Laterite,2.4901259243578435,1.4710520772960778,405.25393602151166,18.88278885786155,1006.2489985687888,0.2668169843564069,False,4,0.051333333333333356,High,Low
21.03438852111522,79.76443077336913,0.427541855359712,0.9760705860319044,0.8444056122920658,0.1585980058380423,0.4489267092688944,0.9862498564718843,0.997956715502286,0.5362091710683334,Laterite,15.365036525028051,13.995885641949432,303.39807821405566,13.357237423497072,964.1820903218174,0.2864145382686481,False,4,0.9683333333333332,High,High
21.909320402078784,79.23615673229232,0.1608602934850979,0.2568315745670586,0.4532997386465428,0.6416865079747998,0.0611029564866035,0.9999009770092316,0.5319689607791834,0.6709580340702979,Mn_bearing_schist,9.825015105267012,14.603220096866234,240.9368128687991,8.466066261020107,1088.4177461389306,0.3363768059337831,False,5,0.077,High,Low
21.258779981600014,80.43697568790388,0.7003478888665695,0.4561272089466333,0.7264413581074167,0.7169769010638771,0.8445563757121602,0.86952608331733,0.3752414068902485,0.7250931110695649,Mn_bearing_schist,10.068869774223469,16.874301012610793,262.63055314363424,10.99025473869874,845.1168719607218,0.289074456167646,True,5,0.15073333333333327,Low (Veg),Low
21.662522284353983,79.62202759942387,0.7588681344179496,0.0300202257173363,0.0955362076362371,0.5826009367844994,0.6739812723165507,0.7599833692987511,0.3858608133416018,0.7542471844969162,Mn_bearing_schist,19.06826989635509,11.06724511191045,408.9006902962418,14.76709051298638,946.5377904703888,0.3144043701307252,True,5,0.0004666666666666666,Low (Veg),Low
21.31171107608941,80.17018733461776,0.1057965202727989,0.3972275295662325,0.3960243463023462,0.1433100362756106,0.8492586264996466,0.3864564140005737,0.1949594960335104,0.036832491514753,Mn_bearing_schist,4.892940184548605,14.505288477130737,323.13198423160367,13.831057017557386,1032.9174673072234,0.3877290784704536,False,5,0.07000000000000002,High,Low
21.52006802117781,79.73538512166564,0.5061398526946443,0.5713200154331027,0.9832414364723988,0.4454054285778348,0.1385474424446943,0.7532767271313036,0.5122230574475389,0.3937604003795633,Mn_bearing_schist,22.99660111019193,6.054458489319021,216.8272569039827,7.358969132858064,1087.0084507160511,0.2774681305899368,False,5,0.6423333333333334,High,Medium
21.54671027934328,78.87380130585319,0.8146250560259172,0.9531246125079652,0.8084602894771483,0.3550947663631898,0.0307529405097163,0.9566755370794908,0.4388550281680058,0.7739580797830902,Laterite,17.46092759335904,14.9116802182558,382.06695412444,17.776045645919154,1219.528506368074,0.3542292813782187,True,4,0.6838999999999998,Low (Veg),Medium
21.184854455525528,79.87635733850983,0.9361630415509964,0.5167360449400644,0.1599408023669286,0.4956613440350883,0.9343745403825012,0.0233775753954441,0.2707952963474134,0.9048521018001294,Mn_bearing_schist,27.448338865425328,6.868314745237719,498.4757169857255,19.74934029752924,871.0974772369059,0.2170640153611832,True,5,0.03803333333333334,Low (Veg),Low
21.96958462776456,80.41738568175131,0.51351786674177,0.8191073261776878,0.2777640494772551,0.8703290345540943,0.1477283058505742,0.5379147001977388,0.1605400866017597,0.6022001233327833,Mn_bearing_schist,10.9452196130257,18.056769568533923,556.678046383995,21.545510781064035,934.7957585812744,0.3443030810424858,False,5,0.04433333333333335,High,Low
21.775132823361115,79.82274009424876,0.950279223611407,0.5471276425689006,0.3298158088563611,0.7758614386586519,0.8096523320704518,0.2179983043884346,0.3112388686675537,0.0523068535096856,Mn_bearing_schist,29.481449762013767,3.267636155327656,434.1136182732357,17.86240345142853,773.3593426772663,0.2068841083933587,True,5,0.035233333333333346,Low (Veg),Low
21.93949894156419,80.19262106102555,0.5356889704560298,0.0407850134355181,0.6503655604954457,0.0839895013891589,0.8232099421806358,0.5578763158688504,0.5086833276877293,0.3966458058551312,Mn_bearing_schist,17.274829401420696,6.31514621347907,489.3168495369784,21.118985702300197,889.0130992647136,0.3244553024016459,False,5,0.015000000000000005,High,Low
21.894827350427647,80.30315098769229,0.3941904945999079,0.315008275189774,0.7569947594896556,0.8903091977745643,0.708705200549003,0.4664470897588911,0.0583332722848016,0.0742271158684546,Mn_bearing_schist,29.20205868562601,9.975389031102612,345.62818834597294,11.986510520735855,823.1074703065958,0.3195715477782817,False,5,0.020000000000000004,High,Low
21.597899978811085,79.18773561231318,0.8482031285528955,0.5755495078311033,0.7495266088079098,0.4717671511498236,0.1312622110928709,0.5757685815522844,0.1537440285839559,0.7485378626845846,Mn_bearing_schist,0.8118196214134599,15.517011142961955,398.4952716867758,15.561436458968489,947.8702604935672,0.3050329263211092,True,5,0.6913666666666665,Low (Veg),Medium
21.92187423502312,79.16047622784399,0.492982710458089,0.9505939659311244,0.5098740563064028,0.7438621448859984,0.6673986245608076,0.5509622214187242,0.9476572669690954,0.0635054692816652,Mn_bearing_schist,21.83928967237164,14.97598210206064,491.8507426040117,20.70410555322063,977.1634407358368,0.3078019736070025,False,5,0.9673333333333333,High,High
21.08849250205192,79.83866768104669,0.471902510564523,0.8591303597512333,0.8108205378381512,0.1400392312643521,0.8890865833268656,0.960107039168562,0.542855351031339,0.1857310667351772,Laterite,24.498645728782087,4.21433748649007,491.06329094891777,23.137707555277963,1046.9454239837562,0.3160158844693558,False,4,0.9699999999999999,High,High
21.195982862419147,79.4987483986714,0.4903124894098283,0.2283556141788476,0.437078082757475,0.6707195257070481,0.4255316448008832,0.5521861089347361,0.0634493036600378,0.4169584239647742,Laterite,1.5951986002946272,2.884713932235927,369.8105058278017,10.35133954757085,970.1400469680078,0.2751867122820812,False,4,0.04966666666666668,High,Low
21.04522728891054,80.22776421487342,0.8467850018697454,0.2201098300191635,0.1238805652955619,0.2363260176094579,0.4135168543785988,0.8462320881248673,0.693087758769573,0.462648367114872,Mn_bearing_schist,17.369089920487372,6.079392085881965,417.4669366233291,18.62478210000519,1046.9937080412153,0.2922288742209613,True,5,0.0007,Low (Veg),Low
21.325330330763265,80.33003930977662,0.8319415416880521,0.2011729671139007,0.5644418416538133,0.4383808971409315,0.4428583095794191,0.3198202868008465,0.0618028700790347,0.4064817003150123,Mn_bearing_schist,24.05826880768345,9.67508303351805,569.5421358203878,22.96379119703728,1011.4074167093944,0.2960513888271029,True,5,0.017500000000000005,Low (Veg),Low
21.388677289689483,79.40081634481461,0.4035199924402112,0.9224988963025031,0.9523013846011068,0.0168628700821044,0.0822718906762064,0.4381006887910489,0.738874227046373,0.463396646606,Laterite,16.831161756692183,10.780100896515012,452.7990419772934,17.877406055262558,896.6676794249817,0.3602192233514495,False,4,0.9833333333333333,High,High
21.27134903177389,79.20267995025662,0.333299859870525,0.8526661531017207,0.7929936513925113,0.151610637930476,0.8920255690299734,0.4704134760448099,0.7499627217200269,0.7132391520201998,Laterite,1.914407712163999,8.582751819105583,457.0298502746359,17.68065650783831,831.3726294159122,0.1973190280764646,False,4,0.9663333333333332,High,High
21.828737509151928,80.12689337591456,0.4919280240391293,0.7748834322529488,0.5787006476922424,0.0920804931236197,0.8691828639805104,0.2787280433353797,0.6510789757492527,0.3692688229555415,Mn_bearing_schist,20.803417226949342,13.26180233296014,513.848116954144,20.68254703915415,1058.3681999896066,0.3277409211856815,False,5,0.9839999999999999,High,High
21.35675332669359,79.26717026043183,0.572772509737109,0.3927351142242276,0.6468056603490969,0.2397441729382584,0.9979093217902862,0.3797902614779552,0.7322045446193497,0.5477504591506192,Laterite,1.817907440199259,8.551178871944753,246.08915852638916,11.495349340423536,1164.6502985014506,0.3849603877598052,False,4,0.6720000000000002,High,Medium
21.28093450968738,80.19844434147325,0.2383372106279969,0.5043807042987668,0.9305620270355728,0.1000180900243222,0.5851831414984134,0.5985130794667752,0.0879657810130577,0.3033692575287322,Mn_bearing_schist,24.52406685049316,18.92658019877589,409.153716659491,15.974498585168243,1253.5385011682015,0.3618427582833426,False,5,0.9623333333333335,High,High
21.542696083158248,79.5203550312029,0.7939550847155906,0.4643317447951528,0.4283427944349605,0.6919100266195619,0.7511916364513858,0.5801877633045324,0.7267805523552676,0.3536274950904826,Mn_bearing_schist,1.291025499200832,5.219376959630719,583.7726945083928,25.0,1093.545470123462,0.3488677595991175,True,5,0.06580000000000001,Low (Veg),Low
21.140924224974764,79.9348348287955,0.4864827657324229,0.2533981075593726,0.3313941389426373,0.0290399022092193,0.2026719063073047,0.6364353445734805,0.1366883197238829,0.6137989590420808,Mn_bearing_schist,4.121921430311124,12.547442413401894,344.6641568704396,15.608740104853124,1145.7515211944062,0.2684953657241498,False,5,0.032333333333333346,High,Low
21.80219698075404,78.96241003351894,0.3340455484199596,0.505028046148767,0.977241565000449,0.617740500624998,0.6675288182241695,0.351817915420141,0.3395059072718438,0.49049465163702,Mn_bearing_schist,8.253227715698054,12.227558773202636,317.9704585688364,13.64471335734059,1046.1459704038934,0.380095948436927,False,5,0.9736666666666665,High,High
21.07455064367977,79.86056085195017,0.1068209929639906,0.0304965478527544,0.8634431335103334,0.1407078308255742,0.6497328487573907,0.3158314951530571,0.9427452535006328,0.7230362948592811,Laterite,19.000943767824,5.6314944376456815,440.4831862419031,18.02135385777938,1030.200938559021,0.3656177171397608,False,4,0.01866666666666667,High,Low
21.98688693660052,79.56800505385328,0.2388451604036069,0.1318103734974591,0.3230435846186024,0.9451614571778968,0.9012087358416124,0.6116178827541631,0.5028754776591401,0.5605385880517497,Mn_bearing_schist,29.290772988939175,8.233752490280546,288.4477698261214,14.398365483744596,1011.1001023791528,0.2984087357450633,False,5,0.0003333333333333333,High,Low
21.77224476929666,79.7972343873983,0.9492811717559836,0.8865895961689464,0.4637805973609228,0.9330940731098544,0.8307927228390741,0.1328617484275249,0.9674264320830138,0.8035740853838729,Mn_bearing_schist,3.534685578598032,7.309472388799416,422.3780626094596,20.271125315577446,989.4190355979136,0.2528339174141206,True,5,0.6617333333333334,Low (Veg),Medium
21.19871568153417,79.08562415316626,0.3050996868195266,0.7516797670314233,0.415078129007799,0.2255031025209626,0.9384664626177632,0.2530315435321399,0.0889224588867375,0.4434082129947165,Gondwana_sediment,4.281230076417552,3.4499812004097863,262.26080434305624,8.60476921978552,1060.7076555429137,0.3578572040422194,False,2,0.427,High,Medium
21.005522117123604,80.05268536640511,0.1688592893670353,0.422868409059087,0.1490956786714339,0.6144212982230295,0.8688334727016075,0.0421277369529952,0.4775565995631801,0.4910336198668015,Mn_bearing_schist,11.066111901029409,9.54590425263088,431.9173842791622,16.592761467500246,947.9402918635276,0.2269761142439551,False,5,0.003999999999999999,High,Low
21.815461428454835,80.2667550318235,0.4606727916549932,0.5171503622838772,0.9578193238132592,0.0280053194724584,0.868693894898852,0.0726108525960801,0.0624023202768706,0.6699713489009396,Mn_bearing_schist,25.086574132659607,7.733245060436829,440.951673458071,19.642246806870343,985.2557548412808,0.2453455231569042,False,5,0.965,High,High
21.706857343847616,79.16845766015432,0.3070877433602487,0.3699988859599774,0.4043124312197588,0.931788543051174,0.0637233266887182,0.2433832792606088,0.6302102623992848,0.2212439444120488,Mn_bearing_schist,14.016928582524423,3.5663472013431874,367.36019160490514,17.180036539092423,882.2033717035612,0.2619805369576342,False,5,0.0003333333333333333,High,Low
21.729007168040987,78.96271474438427,0.0351592502711941,0.7407798671606725,0.875329082637908,0.5229873081917097,0.8459619526959559,0.019529280296919,0.0787070013685163,0.3859295369312608,Mn_bearing_schist,9.64831800767465,8.99760090835523,353.0985701754754,14.111759327359604,1047.492666906491,0.3901498784213481,False,5,0.9753333333333332,High,High
21.771270346685945,78.84018559627877,0.3231452172794172,0.7841871792320796,0.189356227680665,0.0432231514177789,0.6074783945031181,0.2454105920874615,0.1753678025403773,0.6248412440117078,Laterite,16.83611496626584,8.436879365174782,298.18331136017974,10.939414920582484,904.09024588535,0.3032561665623708,False,4,0.01633333333333334,High,Low
21.07404465173409,79.89135155075355,0.5441086239394686,0.7632851902031591,0.5478708106372198,0.3424999930081374,0.3804444517659612,0.654976323062026,0.2588303100692805,0.0288762692657363,Mn_bearing_schist,7.815695923372501,2.6273135531891945,332.36892313343776,14.005930382492997,1003.3744990480212,0.268662591214942,False,5,0.9673333333333333,High,High
21.35846572854427,79.83205986135093,0.5517123720199669,0.7226117248344496,0.0239613851242698,0.0768494618612342,0.0565146243880623,0.061107078468933,0.7487438516644832,0.4369714336339416,Mn_bearing_schist,12.034797217425629,2.623750838360217,399.3383868765453,19.59248631468136,1050.049109364238,0.2309098357334963,False,5,0.02733333333333334,High,Low
21.11586905952513,79.72938560161391,0.3565589211768887,0.2045043386927958,0.7642204838423086,0.3929444393733599,0.6776737747680467,0.436736677794641,0.1639621188180747,0.5988499363061168,Laterite,9.978154476961256,12.950147596913949,299.0635604116404,12.543050203922634,1058.5891431369814,0.3196527636226851,False,4,0.8536666666666666,High,High
21.863103425875597,79.19431006339715,0.4473027562526006,0.3379699792404788,0.5809138982462784,0.6699263421613231,0.3282017505376174,0.9131087869195494,0.8466320532930678,0.9673755319781978,Mn_bearing_schist,24.124230672439374,14.131616094342078,513.133785348745,18.85269284988078,1077.1508537815434,0.3357163454295429,False,5,0.018666666666666668,High,Low
21.62329812682756,79.46454019303937,0.9655179182347664,0.4698454349836749,0.6255895834697527,0.4698899080414396,0.4677762649860347,0.791284828925401,0.1319039388308008,0.8770165616176712,Mn_bearing_schist,27.727671793140026,18.82360839817809,483.61409653030864,20.36975381058437,978.6708474851944,0.2899622501661181,True,5,0.028000000000000008,Low (Veg),Low
21.33089802485265,79.8106097698165,0.3773484772303116,0.3307929914276556,0.0517208825546534,0.3837221747194544,0.6817284370551343,0.3054375022948572,0.0352444490701563,0.2807419529426581,Mn_bearing_schist,22.78716576470736,1.7400938092219964,307.72234685839817,14.387260594892965,1048.6063779389688,0.4049014973932744,False,5,0.0026666666666666666,High,Low
